datetime,temperature_dht,humidity_dht,temperature_bme,humidity_bme,pressure
2024-12-06 16:56:19,23.4,32.8,22.61,33.65,881.57
2024-12-06 16:57:20,23.0,32.8,22.57,33.61,881.56
2024-12-06 16:58:21,23.5,33.3,22.57,33.58,881.57
2024-12-06 16:59:21,23.1,34.4,22.52,33.64,881.61
2024-12-06 17:00:21,22.2,32.8,22.53,33.62,881.63
2024-12-06 17:01:22,23.3,34.3,22.47,33.71,881.62
2024-12-06 17:02:23,22.9,33.6,22.43,33.79,881.61
2024-12-06 17:03:24,22.2,33.3,22.47,33.7,881.61
2024-12-06 17:04:24,22.3,33.9,22.48,33.62,881.66
2024-12-06 17:05:25,23.3,33.8,22.47,33.62,881.7
2024-12-06 17:06:25,21.8,32.8,22.45,33.62,881.67
2024-12-06 17:07:26,23.4,34.1,22.5,33.55,881.77
2024-12-06 17:08:26,23.3,34.1,22.47,33.56,881.78
2024-12-06 17:09:27,22.2,34.0,22.44,33.64,881.78
2024-12-06 17:10:27,23.0,33.1,22.47,33.65,881.77
2024-12-06 17:11:28,23.0,34.0,22.46,33.59,881.76
2024-12-06 17:12:28,22.6,34.2,22.44,33.59,881.68
2024-12-06 17:13:29,22.6,34.0,22.42,33.65,881.76
2024-12-06 17:14:29,21.9,33.5,22.4,33.68,881.76
2024-12-06 17:15:30,23.0,32.8,22.43,33.55,881.8
2024-12-06 17:16:30,23.1,34.3,22.42,33.56,881.81
2024-12-06 17:17:32,22.7,32.9,22.42,33.55,881.89
2024-12-06 17:18:41,23.3,33.4,22.43,33.59,881.85
2024-12-06 17:19:41,22.6,33.9,22.39,33.57,881.85
2024-12-06 17:20:42,21.9,32.6,22.38,33.48,881.87
2024-12-06 17:21:42,22.1,32.9,22.38,33.52,881.89
2024-12-06 17:22:42,22.7,32.9,22.39,33.49,881.88
2024-12-06 17:23:43,23.1,34.0,22.39,33.51,881.85
2024-12-06 17:24:49,22.2,32.8,22.38,33.43,881.94
2024-12-06 17:25:49,21.7,33.7,22.36,33.45,881.91
2024-12-06 17:26:50,22.1,33.0,22.37,33.49,881.9
2024-12-06 17:27:50,23.2,33.8,22.38,33.48,881.91
2024-12-06 17:28:51,22.3,33.2,22.37,33.44,881.87
2024-12-06 17:29:52,22.6,33.4,22.38,33.47,881.89
2024-12-06 17:30:52,21.8,34.2,22.39,33.39,881.93
2024-12-06 17:32:01,22.0,34.0,22.34,33.44,881.88
2024-12-06 17:33:01,21.5,34.0,22.35,33.49,881.84
2024-12-06 17:34:02,21.8,33.4,22.33,33.47,881.87
2024-12-06 17:35:09,22.7,33.8,22.31,33.56,881.95
2024-12-06 17:36:09,23.1,33.9,22.39,33.42,881.93
2024-12-06 17:37:09,22.1,34.0,22.37,33.43,881.91
2024-12-06 17:38:16,22.7,34.0,22.42,33.29,881.89
2024-12-06 17:39:19,23.1,34.2,22.37,33.39,881.93
2024-12-06 17:40:19,22.1,33.1,22.41,33.34,881.99
2024-12-06 17:41:29,21.7,34.0,22.36,33.43,881.99
2024-12-06 17:42:34,22.0,32.9,22.33,33.44,882.0
2024-12-06 17:43:36,22.4,33.7,22.28,33.48,882.01
2024-12-06 17:44:55,23.1,32.7,22.28,33.47,882.12
2024-12-06 17:45:55,21.6,32.6,22.26,33.54,882.08
2024-12-06 17:46:56,21.9,34.3,22.27,33.48,882.03
2024-12-06 17:47:56,22.6,33.2,22.3,33.55,882.01
2024-12-06 17:48:57,23.1,34.3,22.29,33.46,881.98
2024-12-06 17:49:57,22.1,32.6,22.26,33.47,882.04
2024-12-06 17:50:58,22.9,33.6,22.26,33.46,881.98
2024-12-06 17:51:58,21.4,32.6,22.23,33.52,882.02
2024-12-06 17:52:59,22.1,33.8,22.34,33.36,882.04
2024-12-06 17:53:59,23.0,33.1,22.34,33.27,882.08
2024-12-06 17:55:00,22.8,33.7,22.35,33.29,882.14
2024-12-06 17:56:00,22.0,33.2,22.3,33.3,882.17
2024-12-06 17:57:08,21.7,33.9,22.28,33.41,882.11
2024-12-06 17:58:08,22.4,32.9,22.27,33.38,882.21
2024-12-06 17:59:12,22.4,32.5,22.23,33.41,882.17
2024-12-06 18:00:12,21.5,34.1,22.18,33.59,882.2
2024-12-06 18:01:17,21.4,34.5,22.21,33.73,882.18
2024-12-06 18:02:17,22.9,33.9,22.2,34.04,882.19
2024-12-06 18:03:17,21.7,33.5,22.18,34.37,882.3
2024-12-06 18:04:18,21.8,35.3,22.2,34.49,882.22
2024-12-06 18:05:18,22.0,34.4,22.16,34.55,882.25
2024-12-06 18:06:19,22.5,34.5,22.14,34.76,882.24
2024-12-06 18:07:19,21.6,34.3,22.16,34.59,882.27
2024-12-06 18:08:20,22.9,34.3,22.13,34.68,882.28
2024-12-06 18:09:20,23.0,34.2,22.11,34.87,882.3
2024-12-06 18:10:21,22.6,34.3,22.09,34.88,882.22
2024-12-06 18:11:21,21.4,35.7,22.08,34.87,882.21
2024-12-06 18:12:21,21.4,34.2,22.11,34.76,882.16
2024-12-06 18:13:22,22.6,35.3,22.1,34.75,882.21
2024-12-06 18:14:22,22.3,34.1,22.1,34.8,882.24
2024-12-06 18:15:23,21.7,34.1,22.1,34.67,882.24
2024-12-06 18:16:23,21.3,35.5,22.08,34.68,882.23
2024-12-06 18:17:24,22.9,34.5,22.07,34.67,882.3
2024-12-06 18:18:24,22.7,34.4,22.09,34.57,882.32
2024-12-06 18:19:25,22.9,34.9,22.08,34.55,882.42
2024-12-06 18:20:25,22.6,35.5,22.1,34.78,882.34
2024-12-06 18:21:25,22.9,35.2,22.09,34.49,882.38
2024-12-06 18:22:26,21.6,34.8,22.08,34.6,882.42
2024-12-06 18:23:27,22.6,33.7,22.08,34.46,882.41
2024-12-06 18:24:27,22.8,34.7,22.08,34.4,882.37
2024-12-06 18:25:28,22.0,34.1,22.08,34.27,882.48
2024-12-06 18:26:28,21.2,33.7,22.09,34.26,882.4
2024-12-06 18:27:28,22.7,33.6,22.07,34.39,882.43
2024-12-06 18:28:29,21.8,33.7,22.08,34.51,882.45
2024-12-06 18:29:29,22.7,34.3,22.08,34.12,882.42
2024-12-06 18:30:30,21.7,34.0,22.08,34.34,882.37
2024-12-06 18:31:30,22.7,34.4,22.06,34.05,882.34
2024-12-06 18:32:31,21.6,34.4,22.09,33.94,882.38
2024-12-06 18:33:31,22.8,34.6,22.08,33.97,882.37
2024-12-06 18:34:32,23.0,33.7,22.1,34.24,882.4
2024-12-06 18:35:32,21.3,34.5,22.09,34.01,882.38
2024-12-06 18:36:34,21.8,33.5,22.08,33.83,882.48
2024-12-06 18:37:34,22.2,34.5,22.09,33.8,882.46
2024-12-06 18:38:35,22.2,33.2,22.09,33.75,882.46
2024-12-06 18:39:35,22.6,34.1,22.07,33.8,882.46
2024-12-06 18:40:35,22.7,33.7,22.09,33.6,882.48
2024-12-06 18:41:36,22.5,34.0,22.1,33.67,882.45
2024-12-06 18:42:37,21.7,34.5,22.09,33.69,882.49
2024-12-06 18:43:37,22.3,34.1,22.1,33.95,882.53
2024-12-06 18:44:38,22.7,34.1,22.09,33.65,882.46
2024-12-06 18:45:38,22.5,33.1,22.1,33.71,882.44
2024-12-06 18:46:39,21.3,34.6,22.09,33.79,882.48
2024-12-06 18:47:39,22.9,33.4,22.1,33.77,882.5
2024-12-06 18:48:39,21.2,34.3,22.09,33.59,882.41
2024-12-06 18:49:40,21.2,33.5,22.1,33.82,882.45
2024-12-06 18:50:40,21.3,33.7,22.09,33.55,882.44
2024-12-06 18:51:41,22.6,34.5,22.09,33.66,882.43
2024-12-06 18:52:41,21.3,32.8,22.1,33.53,882.4
2024-12-06 18:53:42,22.9,33.9,22.12,33.44,882.4
2024-12-06 18:54:42,21.8,34.3,22.12,33.72,882.45
2024-12-06 18:55:42,21.9,34.6,22.12,33.69,882.45
2024-12-06 18:56:43,21.9,33.9,22.13,33.51,882.44
2024-12-06 18:57:43,22.4,34.1,22.11,33.45,882.41
2024-12-06 18:58:48,21.6,33.3,22.1,33.61,882.45
2024-12-06 18:59:48,22.7,32.9,22.1,33.52,882.47
2024-12-06 19:00:49,22.7,33.0,22.1,33.59,882.48
2024-12-06 19:01:49,21.7,34.0,22.07,33.56,882.49
2024-12-06 19:02:50,22.7,33.3,22.1,33.55,882.5
2024-12-06 19:03:50,22.7,34.2,22.09,33.54,882.43
2024-12-06 19:04:54,22.6,33.2,22.09,33.74,882.43
2024-12-06 19:05:54,22.9,33.6,22.1,33.8,882.42
2024-12-06 19:06:55,21.7,33.1,22.11,33.54,882.43
2024-12-06 19:07:56,21.9,32.7,22.1,33.57,882.44
2024-12-06 19:08:56,21.4,33.8,22.15,33.58,882.49
2024-12-06 19:09:57,21.5,34.3,22.14,33.56,882.54
2024-12-06 19:10:57,21.6,34.0,22.11,33.61,882.52
2024-12-06 19:12:03,21.7,33.5,22.1,33.62,882.48
2024-12-06 19:13:04,22.9,33.0,22.09,33.7,882.49
2024-12-06 19:14:04,22.4,33.2,22.07,33.7,882.57
2024-12-06 19:15:05,21.4,33.2,22.08,33.74,882.53
2024-12-06 19:16:05,22.0,34.2,22.07,33.73,882.51
2024-12-06 19:17:06,22.5,34.5,22.08,33.75,882.58
2024-12-06 19:18:06,21.5,32.7,22.06,33.61,882.47
2024-12-06 19:19:07,22.3,33.2,22.08,33.67,882.52
2024-12-06 19:20:07,23.0,33.7,22.1,33.56,882.56
2024-12-06 19:21:08,21.5,34.1,22.09,33.51,882.52
2024-12-06 19:22:08,21.5,33.8,22.06,33.49,882.45
2024-12-06 19:23:09,22.9,33.1,22.08,33.65,882.56
2024-12-06 19:24:10,21.8,33.9,22.07,33.71,882.54
2024-12-06 19:25:11,22.5,33.5,22.07,33.65,882.57
2024-12-06 19:26:11,22.5,34.0,22.06,33.72,882.6
2024-12-06 19:27:12,21.7,34.2,22.05,33.72,882.59
2024-12-06 19:28:12,21.4,33.1,22.06,33.76,882.63
2024-12-06 19:29:13,22.5,34.0,22.07,33.74,882.53
2024-12-06 19:30:13,22.4,33.1,22.07,33.65,882.59
2024-12-06 19:31:14,21.5,34.0,22.08,33.6,882.56
2024-12-06 19:32:15,22.4,33.5,22.07,33.85,882.57
2024-12-06 19:33:15,21.7,34.3,22.06,33.76,882.61
2024-12-06 19:34:16,22.8,33.5,22.05,33.94,882.62
2024-12-06 19:35:16,21.2,34.5,22.04,33.74,882.6
2024-12-06 19:36:17,21.8,33.3,22.06,33.7,882.55
2024-12-06 19:37:17,22.2,33.1,22.06,33.67,882.55
2024-12-06 19:38:18,22.9,33.0,22.07,33.57,882.59
2024-12-06 19:39:18,22.5,32.9,22.09,33.6,882.59
2024-12-06 19:40:19,22.2,34.5,22.05,33.68,882.56
2024-12-06 19:41:19,21.9,34.3,22.08,33.65,882.57
2024-12-06 19:42:19,21.8,34.1,22.07,33.6,882.53
2024-12-06 19:43:20,21.9,34.5,22.07,33.75,882.54
2024-12-06 19:44:20,21.5,33.2,22.06,33.63,882.5
2024-12-06 19:45:21,22.8,34.0,22.06,33.75,882.55
2024-12-06 19:46:21,21.9,33.3,22.1,33.75,882.48
2024-12-06 19:47:21,22.5,34.4,22.07,33.82,882.49
2024-12-06 19:48:22,21.2,34.3,22.06,33.79,882.45
2024-12-06 19:49:22,21.7,34.6,22.03,33.82,882.45
2024-12-06 19:50:23,22.4,34.4,22.03,33.8,882.51
2024-12-06 19:51:23,21.4,33.0,22.05,33.74,882.48
2024-12-06 19:52:24,21.3,33.4,22.03,33.83,882.56
2024-12-06 19:53:24,21.8,33.2,22.05,33.73,882.53
2024-12-06 19:54:25,21.2,34.2,22.06,33.74,882.55
2024-12-06 19:55:25,22.5,34.1,22.06,33.88,882.55
2024-12-06 19:56:26,22.9,33.7,22.04,33.88,882.55
2024-12-06 19:57:26,22.6,34.2,22.06,33.8,882.6
2024-12-06 19:58:27,21.7,34.4,22.04,33.81,882.52
2024-12-06 19:59:27,22.7,33.4,22.09,33.61,882.59
2024-12-06 20:00:28,22.0,34.0,22.07,33.7,882.57
2024-12-06 20:01:35,22.6,33.2,22.07,33.68,882.61
2024-12-06 20:02:36,21.9,34.2,22.07,33.77,882.59
2024-12-06 20:03:36,22.5,33.5,22.06,33.73,882.52
2024-12-06 20:04:37,22.9,34.2,22.04,33.63,882.58
2024-12-06 20:05:37,21.7,34.0,22.05,33.63,882.59
2024-12-06 20:06:39,22.5,34.6,22.18,34.35,882.62
2024-12-06 20:07:39,21.8,33.0,22.18,33.82,882.57
2024-12-06 20:08:40,21.8,33.4,22.18,33.83,882.56
2024-12-06 20:09:40,21.9,34.1,22.16,33.81,882.59
2024-12-06 20:10:41,21.5,34.3,22.13,33.72,882.62
2024-12-06 20:11:52,22.5,34.3,22.2,34.42,882.59
2024-12-06 20:12:53,22.1,35.1,22.22,34.25,882.59
2024-12-06 20:13:54,22.9,33.9,22.2,33.8,882.62
2024-12-06 20:14:54,21.8,33.4,22.16,33.56,882.67
2024-12-06 20:15:54,21.3,33.1,22.11,33.51,882.65
2024-12-06 20:16:56,21.9,32.9,22.11,33.59,882.62
2024-12-06 20:17:57,21.9,34.1,22.12,33.55,882.69
2024-12-06 20:18:57,21.4,34.5,22.09,33.72,882.73
2024-12-06 20:19:58,22.5,34.2,22.08,33.6,882.65
2024-12-06 20:20:58,22.8,33.3,22.08,33.58,882.68
2024-12-06 20:22:07,22.7,34.7,22.11,33.97,882.73
2024-12-06 20:23:07,22.1,34.6,22.26,34.81,882.73
2024-12-06 20:24:08,23.4,34.1,22.46,34.65,882.59
2024-12-06 20:25:08,23.2,35.1,22.51,34.8,882.69
2024-12-06 20:26:09,22.9,35.3,22.62,34.64,882.69
2024-12-06 20:27:09,22.2,35.4,22.79,35.04,882.71
2024-12-06 20:28:10,22.5,36.3,22.78,35.66,882.68
2024-12-06 20:29:10,23.5,35.4,22.67,35.28,882.67
2024-12-06 20:30:11,23.4,35.2,22.58,34.64,882.7
2024-12-06 20:31:11,21.9,35.0,22.48,34.55,882.7
2024-12-06 20:32:12,23.0,35.2,22.43,34.67,882.66
2024-12-06 20:33:12,21.7,34.9,22.4,34.5,882.63
2024-12-06 20:34:13,21.5,34.0,22.42,34.53,882.69
2024-12-06 20:35:13,22.6,35.1,22.39,34.4,882.73
2024-12-06 20:36:16,22.7,34.8,22.35,34.44,882.71
2024-12-06 20:37:17,21.7,34.4,22.33,34.31,882.67
2024-12-06 20:38:17,22.5,34.4,22.32,34.24,882.77
2024-12-06 20:39:18,22.9,34.9,22.32,34.22,882.65
2024-12-06 20:40:18,21.7,33.4,22.3,34.05,882.76
2024-12-06 20:41:19,22.8,33.6,22.3,34.02,882.63
2024-12-06 20:42:19,21.5,33.3,22.28,33.83,882.66
2024-12-06 20:43:20,22.6,33.8,22.3,34.16,882.73
2024-12-06 20:44:20,22.2,33.3,22.3,34.05,882.71
2024-12-06 20:45:28,22.9,33.4,22.3,33.71,882.76
2024-12-06 20:46:32,23.2,33.9,22.3,33.75,882.69
2024-12-06 20:47:32,23.1,34.2,22.31,33.73,882.64
2024-12-06 20:48:32,21.5,33.3,22.28,33.7,882.71
2024-12-06 20:49:33,21.6,34.3,22.25,33.76,882.83
2024-12-06 20:50:33,23.0,33.6,22.25,33.82,882.76
2024-12-06 20:51:34,21.6,32.9,22.27,33.77,882.77
2024-12-06 20:52:34,21.4,33.0,22.28,33.42,882.76
2024-12-06 20:53:37,23.2,34.1,22.3,33.61,882.78
2024-12-06 20:54:37,22.9,32.8,22.32,33.4,882.82
2024-12-06 20:55:38,23.0,32.6,22.31,33.3,882.83
2024-12-06 20:56:38,21.8,33.8,22.26,33.17,882.76
2024-12-06 20:57:43,22.9,32.8,22.21,32.98,882.77
2024-12-06 20:58:44,21.8,32.5,22.21,33.33,882.77
2024-12-06 20:59:45,21.5,33.6,22.22,33.46,882.83
2024-12-06 21:01:14,22.3,33.0,22.18,33.55,882.78
2024-12-06 21:02:15,21.5,32.8,22.2,33.43,882.78
2024-12-06 21:03:15,21.3,33.7,22.18,33.62,882.81
2024-12-06 21:04:16,23.0,32.7,22.2,33.43,882.72
2024-12-06 21:05:16,23.0,34.2,22.19,33.54,882.8
2024-12-06 21:06:17,22.6,33.9,22.18,33.02,882.81
2024-12-06 21:07:17,23.0,32.9,22.16,33.44,882.78
2024-12-06 21:08:18,21.3,34.1,22.15,33.33,882.74
2024-12-06 21:09:18,23.1,33.6,22.2,33.4,882.75
2024-12-06 21:10:25,21.8,34.1,22.2,33.33,882.81
2024-12-06 21:11:25,22.9,32.7,22.18,33.36,882.78
2024-12-06 21:12:26,22.7,32.8,22.16,33.26,882.78
2024-12-06 21:13:26,22.0,32.5,22.15,32.95,882.74
2024-12-06 21:14:26,22.4,33.4,22.14,33.0,882.78
2024-12-06 21:15:35,21.3,32.3,22.15,32.87,882.85
2024-12-06 21:16:36,22.8,33.5,22.14,33.27,882.8
2024-12-06 21:17:36,22.6,32.6,22.15,32.88,882.76
2024-12-06 21:18:37,22.8,33.9,22.15,32.98,882.79
2024-12-06 21:19:37,22.7,32.4,22.15,32.82,882.78
2024-12-06 21:20:37,22.9,33.5,22.14,32.88,882.78
2024-12-06 21:21:38,21.9,32.3,22.13,33.2,882.71
2024-12-06 21:22:40,21.7,33.6,22.12,33.11,882.75
2024-12-06 21:23:41,22.0,33.5,22.12,32.7,882.77
2024-12-06 21:24:41,22.5,32.7,22.12,33.23,882.72
2024-12-06 21:25:42,22.8,33.6,22.1,33.02,882.83
2024-12-06 21:26:43,22.5,32.5,22.11,32.9,882.79
2024-12-06 21:27:45,22.4,32.3,22.13,32.98,882.79
2024-12-06 21:28:45,21.7,32.7,22.11,32.95,882.84
2024-12-06 21:29:46,22.3,32.4,22.1,33.17,882.87
2024-12-06 21:30:46,21.8,32.6,22.08,33.0,882.8
2024-12-06 21:31:47,21.7,32.2,22.09,32.8,882.86
2024-12-06 21:32:47,22.3,32.7,22.09,33.07,882.84
2024-12-06 21:33:48,21.6,32.0,22.09,32.87,882.86
2024-12-06 21:34:48,22.5,33.6,22.09,32.79,882.83
2024-12-06 21:35:59,22.9,33.1,22.09,32.78,882.89
2024-12-06 21:37:00,22.7,33.0,22.09,32.77,882.86
2024-12-06 21:38:00,22.5,32.9,22.07,32.98,882.91
2024-12-06 21:39:00,22.4,32.9,22.05,32.77,882.77
2024-12-06 21:40:01,22.9,33.4,22.08,32.9,882.81
2024-12-06 21:41:01,22.3,33.3,22.06,32.87,882.82
2024-12-06 21:42:02,21.8,32.5,22.07,32.71,882.83
2024-12-06 21:43:14,21.6,32.0,22.06,32.77,882.79
2024-12-06 21:44:14,22.3,33.3,22.03,32.69,882.78
2024-12-06 21:45:14,21.9,32.3,22.08,33.07,882.9
2024-12-06 21:46:15,22.4,33.9,22.09,33.12,882.8
2024-12-06 21:47:15,21.4,32.4,22.12,33.07,882.85
2024-12-06 21:48:16,21.6,34.0,22.12,33.17,882.82
2024-12-06 21:49:16,22.5,33.7,22.11,33.26,882.81
2024-12-06 21:50:17,22.0,33.9,22.15,33.15,882.87
2024-12-06 21:51:17,23.0,33.9,22.18,33.26,882.84
2024-12-06 21:52:18,21.3,33.2,22.17,33.33,882.77
2024-12-06 21:53:18,21.3,33.1,22.17,33.28,882.82
2024-12-06 21:54:18,21.5,33.2,22.16,33.38,882.75
2024-12-06 21:55:19,21.3,33.0,22.16,33.41,882.77
2024-12-06 21:56:19,22.8,33.8,22.15,33.43,882.71
2024-12-06 21:57:20,21.4,34.2,22.18,33.52,882.75
2024-12-06 21:58:20,21.6,33.6,22.2,33.47,882.84
2024-12-06 21:59:21,21.4,33.8,22.22,33.5,882.81
2024-12-06 22:00:21,23.1,33.2,22.22,33.52,882.78
2024-12-06 22:01:22,22.0,34.3,22.22,33.43,882.77
2024-12-06 22:02:22,21.4,33.4,22.23,33.48,882.79
2024-12-06 22:03:23,22.5,33.0,22.26,33.54,882.73
2024-12-06 22:04:23,22.8,33.8,22.24,33.56,882.72
2024-12-06 22:05:24,22.1,33.2,22.25,33.59,882.66
2024-12-06 22:06:24,22.9,34.0,22.26,33.48,882.73
2024-12-06 22:07:24,23.0,32.9,22.28,33.36,882.76
2024-12-06 22:08:25,23.0,34.3,22.29,33.41,882.72
2024-12-06 22:09:25,22.5,33.3,22.29,33.55,882.72
2024-12-06 22:10:26,22.9,33.5,22.32,33.33,882.73
2024-12-06 22:11:26,21.6,32.6,22.29,33.51,882.67
2024-12-06 22:12:27,22.7,33.8,22.28,33.56,882.65
2024-12-06 22:13:27,21.8,32.8,22.25,33.61,882.71
2024-12-06 22:14:28,22.5,34.2,22.23,33.68,882.68
2024-12-06 22:15:28,22.6,33.3,22.22,33.74,882.7
2024-12-06 22:16:30,22.0,34.6,22.23,33.74,882.74
2024-12-06 22:17:29,21.8,34.0,22.24,33.72,882.81
2024-12-06 22:18:31,23.1,33.9,22.24,33.78,882.78
2024-12-06 22:19:30,22.6,34.7,22.25,33.78,882.77
2024-12-06 22:20:31,22.5,33.1,22.26,33.75,882.67
2024-12-06 22:21:30,22.6,32.9,22.27,33.76,882.69
2024-12-06 22:22:32,21.7,33.5,22.26,33.84,882.73
2024-12-06 22:23:31,22.6,34.2,22.29,33.77,882.72
2024-12-06 22:24:33,21.8,34.0,22.3,33.77,882.7
2024-12-06 22:25:32,22.5,34.0,22.31,33.83,882.64
2024-12-06 22:26:33,22.5,33.6,22.31,33.8,882.61
2024-12-06 22:27:33,22.4,33.0,22.29,33.76,882.66
2024-12-06 22:28:34,23.0,33.4,22.28,33.83,882.58
2024-12-06 22:29:34,22.9,33.4,22.27,33.87,882.66
2024-12-06 22:30:35,22.8,34.4,22.24,33.88,882.6
2024-12-06 22:31:35,21.8,34.0,22.25,33.77,882.58
2024-12-06 22:32:35,22.6,33.0,22.3,33.74,882.62
2024-12-06 22:33:36,21.9,33.4,22.33,33.82,882.68
2024-12-06 22:34:36,21.9,34.6,22.35,33.89,882.59
2024-12-06 22:35:37,21.5,34.1,22.34,33.89,882.66
2024-12-06 22:36:37,21.4,34.2,22.32,33.91,882.63
2024-12-06 22:37:38,23.1,34.2,22.29,33.96,882.64
2024-12-06 22:38:38,22.6,33.6,22.34,33.75,882.72
2024-12-06 22:39:38,22.1,34.3,22.45,33.66,882.65
2024-12-06 22:40:39,22.0,32.9,22.58,33.31,882.71
2024-12-06 22:41:39,22.5,32.5,22.68,33.18,882.64
2024-12-06 22:42:41,21.9,33.0,22.71,33.18,882.71
2024-12-06 22:43:40,21.9,33.7,22.74,33.22,882.72
2024-12-06 22:44:42,21.8,33.8,22.74,33.37,882.72
2024-12-06 22:45:41,22.6,33.2,22.77,33.77,882.73
2024-12-06 22:46:42,23.3,33.1,22.8,33.9,882.62
2024-12-06 22:47:42,23.7,33.4,22.81,33.87,882.67
2024-12-06 22:48:43,23.2,33.3,22.83,33.64,882.66
2024-12-06 22:49:43,23.4,34.8,22.83,34.0,882.67
2024-12-06 22:50:44,23.3,34.9,22.73,34.06,882.66
2024-12-06 22:51:44,23.3,34.5,22.63,34.04,882.67
2024-12-06 22:52:45,22.2,34.1,22.62,34.65,882.73
2024-12-06 22:53:45,23.3,34.3,22.55,34.54,882.62
2024-12-06 22:54:46,22.8,34.1,22.5,34.62,882.65
2024-12-06 22:55:46,21.9,33.8,22.47,34.68,882.61
2024-12-06 22:56:47,23.1,35.8,22.49,34.98,882.58
2024-12-06 22:57:47,22.7,34.8,22.45,34.6,882.58
2024-12-06 22:58:47,23.0,35.3,22.45,34.52,882.7
2024-12-06 22:59:48,22.1,35.4,22.44,34.61,882.56
2024-12-06 23:00:48,23.1,35.2,22.48,34.54,882.62
2024-12-06 23:01:49,21.7,35.0,22.5,34.59,882.6
2024-12-06 23:02:50,23.4,35.5,22.52,34.7,882.57
2024-12-06 23:03:50,22.1,35.4,22.55,34.75,882.61
2024-12-06 23:04:51,22.3,35.5,22.54,34.8,882.55
2024-12-06 23:05:51,22.0,34.3,22.54,34.74,882.6
2024-12-06 23:06:52,22.0,33.8,22.5,34.72,882.55
2024-12-06 23:07:52,22.8,34.9,22.55,34.75,882.58
2024-12-06 23:08:53,21.8,34.5,22.59,34.65,882.64
2024-12-06 23:09:53,22.2,35.1,22.6,34.46,882.57
2024-12-06 23:10:54,22.1,34.9,22.58,34.45,882.55
2024-12-06 23:11:54,22.1,35.4,22.59,34.59,882.56
